name,company,email,address,country,state,website,phone
,House of Blues,davidmagazine@livenation.com,"225 Decatur Street New Orleans, LA 70130",United States,Louisiana,https://www.houseofblues.com/neworleans,(504) 310-4999
,Cafe Sydnie Mae,davidpuckett@outlook.com,"140 E. Bridge Street Breaux Bridge, LA 70517",United States,Louisiana,https://www.cafesydniemae.com/,(337) 909-2377
,The Jazz Playhouse,dfranco@sonesta.com,"300 Bourbon Street New Orleans, LA 70130",United States,Louisiana,http://www.sonesta.com/jazzplayhouse,(504) 553-2299
,Loyola University New Orleans,dmoneill@loyno.edu,"6363 Saint Charles Avenue New Orleans, LA 70118",United States,Louisiana,,
,Dragon's Den,dragonsdenbooking@gmail.com,"435 Esplanade Avenue New Orleans, LA 70116",United States,Louisiana,,
,Squeaky Pete’s,dustin@squeakypetesbr.com,"326 3rd Street Baton Rouge, LA 70801",United States,Louisiana,https://www.squeakypetesbr.com/,(225) 256-4754
,Poor Boys Bar,eighty.sixed.productions@gmail.com,"1328 St. Bernard Avenue New Orleans, LA 70116",United States,Louisiana,https://www.poorboysbar.com/,(504) 603-2522
,Henry Turner Jr.’s Listening Room,entertainmg@gmail.com,"2733 North Street Baton Rouge, LA 70802",United States,Louisiana,https://www.henryslisteningroom.com,(225) 802-9681
,d.b.a.,events@dbaneworleans.com,"618 Frenchmen Street New Orleans, LA 70116",United States,Louisiana,https://www.dbaneworleans.com/,(504) 942-3731
,Red Stick Social,events@redsticksocial.com,"1503 Government Street Baton Rouge, LA 70802",United States,Louisiana,https://www.redsticksocial.com,(225) 223-6637 ext. 107
,Ruby's Roadhouse,fredholland@bellsouth.net,"840 Lamarque Street Mandeville, LA 70448",United States,Louisiana,https://rubysroadhouse.live/,(985) 626-9748
,Fred's in Tigerland,fredsintigerland@gmail.com,"1184 Bob Pettit Boulevard Baton Rouge, LA 70820",United States,Louisiana,https://www.fredsintigerland.com/,(225) 478-2345
,The Freetown Boom Boom Room,freetownbbr@yahoo.com,"300 McKinley Street Lafayette, LA 70501",United States,Louisiana,,
,Hi-Ho Lounge,hiholounge@gmail.com,"2239 Saint Claude Avenue New Orleans, LA 70117",United States,Louisiana,,(504) 945-4446
,The Howlin' Wolf,howie@thehowlinwolf.com,"907 S. Peters Street New Orleans, LA 70130",United States,Louisiana,https://www.thehowlinwolf.com/,(504) 529-5844
,Ice House Bar and Grill,icehousebatonrouge@gmail.com,"14111 Airline Highway Suite 127 Baton Rouge, LA 70817",United States,Louisiana,,(225) 408-1027
,The Stage,iebooking@aol.com,"1201 Silver Star Way Bossier City, LA 71111",United States,Louisiana,https://thestagebossier.com/,(318) 752-3633
,Artmosphere,info@artmospherela.com,"902 Johnston Street Lafayette, LA 70501",United States,Louisiana,https://artmospherela.com/,(337) 233-3331
,Bacchanal Wine,info@bacchanalwine.com,"600 Poland Avenue New Orleans, LA 70117",United States,Louisiana,https://www.bacchanalwine.com/,(504) 948-9111
,The Civic Theatre,info@brooklynmadepresents.com,"510 O'Keefe Avenue New Orleans, LA 70113",United States,Louisiana,https://civicnola.com/,(504) 272-0865
,Ogden Museum of Southern Art,info@ogdenmuseum.org,"925 Camp Street New Orleans, LA 70130",United States,Louisiana,https://ogdenmuseum.org/events/category/ogden-after-hours/,(504) 539-9650
,On The Half Shell,info@onthehalfshell.biz,"37390 Perkins Road Prairieville, LA 70769",United States,Louisiana,https://www.onthehalfshell.biz/Home,(225) 673-1951
,Superior Grill,info@superiorgrill.com,"5435 Government Street Baton Rouge, LA 70806",United States,Louisiana,https://batonrouge.superiorgrill.com/,(225) 927-2022
,The Joy Theater,info@thejoytheater.com,"1200 Canal Street New Orleans, LA 70112",United States,Louisiana,https://www.thejoytheater.com/,(504) 766-8051
,Nicholls State University,janice.lyn@nicholls.edu,"906 East 1st Street Thibodaux, LA 70301",United States,Louisiana,,
,Snug Harbor Jazz Bistro,jason@snugjazz.com,"626 Frenchmen Street New Orleans, LA 70116",United States,Louisiana,https://www.snugjazz.com/,(504) 949-0696
,Flying Heart Brewery,jay@flyingheartbrewing.com,"204 Commerce Street West Monroe, LA 71291",United States,Louisiana,https://flyingheartbrewing.com/,(318) 367-0888
,Flying Heart Brewery,jay@flyingheartbrewing.com,"700 Barksdale Boulevard Bossier City, LA 71111",United States,Louisiana,https://flyingheartbrewing.com/,(318) 584-7039
,Ace Hotel,jevon.thompson@acehotel.com,"600 Carondelet Street New Orleans, LA 70130",United States,Louisiana,https://acehotel.com/new-orleans/,(504) 900-1180
,Three Keys,jevon.thompson@acehotel.com,"600 Carondelet Street New Orleans, LA 70130",United States,Louisiana,https://acehotel.com/new-orleans/three-keys/,(504) 900-1180
,Golden Nugget,jguglielmo@gnlcm.com,"2550 Golden Nugget Boulevard Lake Charles, LA 70601",United States,Louisiana,https://www.goldennugget.com/lake-charles/,(337) 508-7777
,Rock 'n Bowl,joe@rocknbowl.com,"905 Jefferson Street Lafayette, LA 70501",United States,Louisiana,https://www.therocknbowl.com/lafayette,(337) 534-8880
,Rock 'n Bowl,john@rocknbowl.com,"3000 S. Carrllton Avenue New Orleans, LA 70118",United States,Louisiana,https://www.rocknbowl.com/new-orleans,(504) 861-1700
,New Orleans Jazz Market,jojo@thenojo.com,"1436 Oretha Castle Haley Boulevard New Orleans, LA 70113",United States,Louisiana,https://www.thenojo.com/the-market,(504) 371-5849
,Double Dealer,josh@orpheumnola.com,"129 Roosevelt Way New Orleans, LA 70112",United States,Louisiana,https://www.doubledealernola.com,(504) 300-0212
,The University of Louisiana at Monroe,jsinclair@ulm.edu,"700 University Avenue Monroe, LA 71209",United States,Louisiana,,
,Jude-O's Bayou Tavern,judeosbt@gmail.com,"6271 W. Main Street Houma, LA 70360",United States,Louisiana,,(985) 223-0031
,Fritzel's European Jazz Club,kevinclarkentertainment@gmail.com,"733 Bourbon Street New Orleans, LA 70116",United States,Louisiana,https://fritzelsjazz.com/,(504) 586-4800
,Ki' Mexico,kimexicocatering@gmail.com,"3839 Gilbert Drive Shreveport, LA 71104",United States,Louisiana,,(318) 861-5941
,McNeese State University,knicholas@mcneese.edu,"4205 Ryan Street Lake Charles, LA 70605",United States,Louisiana,,
,La Divina Italian Cafe,ladivinabatonrouge@gmail.com,"3535 Perkins Road Suite 360 Baton Rouge, LA 70808",United States,Louisiana,https://ladivinaitaliancafe.com/,(225) 771-8488
,Le Bon Temps Roule,lbtrbooking@gmail.com,"4801 Magazine Street New Orleans, LA 70115",United States,Louisiana,https://lbtrnola.com/,(504) 897-3448
,The Music Box Village,leah@neworleansairlift.org,"4557 N. Rampart Street New Orleans, LA 70117",United States,Louisiana,,
,Buffa's Lounge Restaurant,leslie@buffasbar.com,"1001 Esplanade Avenue New Orleans, LA 70116",United States,Louisiana,https://www.buffasbar.com/,(504) 949-0038
,Bayou Teche Brewing,louis@bayoutechebrewing.com,"1106 Bushville Highway Arnaudville, LA 70512",United States,Louisiana,https://bayoutechebrewing.com,(337) 754-5122
,Louisiana Music Factory,louisianamusicfactory@gmail.com,"421 Frenchmen Street New Orleans, LA 70116",United States,Louisiana,https://www.louisianamusicfactory.com/,(504) 586-1094
,Luna Bar & Grill,lunadave1974@gmail.com,"719 Ryan Street Lake Charles, LA 70601",United States,Louisiana,https://www.lunabarandgrill.com/,(337) 494-5862
,Magnolia Cafe,magnoliacafe1@yahoo.com,"5689 Commerce Street St. Francisville, LA 70775",United States,Louisiana,https://www.themagnoliacafe.net/,(225) 635-6528
,Cafe Negril,manager@cafenegrilnola.com,"606 Frenchmen Street New Orleans, LA 70116",United States,Louisiana,https://cafenegrilnola.com/,(504) 229-4236
,Spirits Food & Friends,manager@spiritscenla.com,"1260 Texas Avenue, Suite H Alexandria, LA 71301",United States,Louisiana,https://spiritscenla.com/,(318) 445-4491
,Blue Moon Saloon,mark@bluemoonpresents.com,"215 E. Convent Street Lafayette, LA 70501",United States,Louisiana,https://bluemoonpresents.com/,(337) 234-2422
,Great Raft Brewing,mark@greatraftbrewing.com,"1251 Dalzell Street Shreveport, LA 71103",United States,Louisiana,https://greatraftbrewing.com/,(318) 734-9881
,Feed & Seed,mathew@belleviehospitality.com,"106 N. Grant Street Lafayette, LA 70501",United States,Louisiana,https://belleviehospitality.com/properties/feed-n-seed,(337) 330-4860
,Mid City Ballroom,mcballroombooking@gmail.com,"136 S. Acadian Thruway Baton Rouge, LA 70806",United States,Louisiana,,
,Manship Theatre,mcouvillon@manshiptheatre.org,"100 Lafayette Street Baton Rouge, LA 70801",United States,Louisiana,https://www.manshiptheatre.org/,(225) 344-0334
,"Bourbon ""O""",melecia.guidry@bourbonorleans.com,"717 Bourbon Street New Orleans, LA 70116",United States,Louisiana,https://www.bourbonorleans.com/eat-drink-jazz/bourbon-o-bar/,(504) 523-2222
,The Blind Tiger,melissalyons@theblindtiger.biz,"100 Marina Del Ray Boulevard Madisonville, LA 70447",United States,Louisiana,https://www.theblindtiger.biz/tbt-madisonville,(985) 206-5390
,Babylon Sportsbar,mhogbooking@gmail.com,"2917 Harvard Avenue Metairie, LA 70006",United States,Louisiana,,(504) 324-9961
,Dew Drop Inn,music@dewdropinnnola.com,"2836 Lasalle Street New Orleans, LA 70115",United States,Louisiana,https://www.dewdropinnnola.com/,(504) 948-3002
,The Lobby Lounge @ The Harbor Center,myers24ma@aol.com,"100 Harbor Center Boulevard Slidell, LA 70461",United States,Louisiana,https://harborcenter.org/,(985) 781-3650
,Tallulah Crafted Food and Wine Bar,nguarisco@renaissancebatonrouge.com,"7000 Bluebonnet Boulevard Baton Rouge, LA 70809",United States,Louisiana,https://tallulahrestaurant.com/,(225) 388-5710
,Tipitina's,nick@tipitinas.com,"501 Napoleon Avenue New Orleans, LA 70115",United States,Louisiana,https://www.tipitinas.com/,(504) 895-8477
,Maple Leaf Bar,NOLAdouggie@gmail.com,"8316 Oak Street New Orleans, LA 70118",United States,Louisiana,https://www.mapleleafbar.com/,(504) 866-9359
,Oak Wine Bar & Bistro,oaknolaevents@gmail.com,"8118 Oak Street New Orleans, LA 70118",United States,Louisiana,https://www.oaknola.net/,(504) 302-1485
,On The Canal Bar,onthecanalbar@gmail.com,"1109 Dunn Street Houma, LA 70360",United States,Louisiana,,(985) 746-5806
,Northwestern State University of Louisiana,pascha@nsula.edu,"175 Sam Sibley Drive Natchitoches, LA 71497",United States,Louisiana,,
,Grambling State University,payneb@gram.edu,"403 Main Street Grambling, LA 71245",United States,Louisiana,,
,Chorum Hall,rickj@chorum.us,"1024 Executive Park Avenue Baton Rouge, LA 70806",United States,Louisiana,https://www.chorumhall.com/,(225) 268-2339
,Princess Theatre,robby@princesstheatreinc.com,"714 Prairie Street Winnsboro, LA 71295",United States,Louisiana,https://www.princesstheatreinc.com,(318) 435-6299
,The Revelry of Ruston,rowens@rustonrev.com,"2647 S. Service Road West Ruston, LA 71270",United States,Louisiana,https://www.therevbar.com/,(318) 255-1008
,LSU,sab@lsu.edu,"Baton Rouge, LA 70803",United States,Louisiana,,(225) 578-5160
,LSU Shreveport,sab@lsus.edu,"1 University Place Shreveport, LA 71115",United States,Louisiana,,(318) 797-5393
,University of New Orleans,sac@uno.edu,"2000 Lakeshore Drive New Orleans, LA 70148",United States,Louisiana,,(504) 280-7081
,Santos Bar,santosbarnola@gmail.com,"1135 Decatur Street New Orleans, LA 70116",United States,Louisiana,https://www.santosbar.com/,(504) 605-3533
,The Blind Tiger,scott@theblindtiger.biz,"37330 Lakeshore Marina Drive Slidell, LA 70461",United States,Louisiana,https://www.theblindtiger.biz/tbt-slidell,(985) 707-1082
,Dos Jefe's Uptown Cigar Bar,shawn2jefes@aol.com,"5535 Tchoupitoulas Street New Orleans, LA 70115",United States,Louisiana,https://dosjefes.com/,(504) 891-8500
,Sidney's Saloon,sidneyssaloonnola@gmail.com,"1200 Saint Bernard Avenue New Orleans, LA 70116",United States,Louisiana,https://www.sidneyssaloon.com/,(504) 224-2672
,Banks Street Bar,simpleplayproduction@gmail.com,"4401 Banks Street New Orleans, LA 70119",United States,Louisiana,,
,The Three Muses,sophieleemusic1@gmail.com,"536 Frenchmen Street New Orleans, LA 70116",United States,Louisiana,http://www.3musesnola.com,(504) 252-4801
,Southport Music Hall,southporthall@gmail.com,"200 Monticello Avenue Jefferson, LA 70121",United States,Louisiana,https://southporthall.com/,(504) 835-2903
,Southern Rhythm Venue & Entertainment,steve@scmproperty.com,"51494 LA Highway 16 Baton Rouge, LA 70706",United States,Louisiana,https://southernrhythm.com/,(225) 571-7478
,Strange Brew,strangebrewsbc@gmail.com,"235 Wall Street Shreveport, LA 71101",United States,Louisiana,,(318) 222-2337
,Bayou Boogaloo Music Festival,stu@bayoustjohn.org,"500 N. Jefferson Davis Pkwy New Orleans, LA 70119",United States,Louisiana,,
,The Texas Club,texasclub@aol.com,"456 Donmoor Avenue Baton Rouge, LA 70806",United States,Louisiana,https://www.thetexasclub.com/,(225) 928-4655
,The Basin Music Hall,thebasinbr@gmail.com,"336 3rd Street Baton Rouge, LA 70801",United States,Louisiana,https://www.basinmusichall.com/,(225) 413-5650
,The Goat,thegoatneworleansbooking@gmail.com,"1301 St. Bernard Avenue New Orleans, LA 70116",United States,Louisiana,,(504) 252-4747
,The Hangar,TheHangar504@gmail.com,"1511 S. Rendon Street New Orleans, LA 70125",United States,Louisiana,https://hangar504.com/,(504) 470-8111
,Tiki Bar & Grill,tikibarbookings@gmail.com,"639 E. Kings Highway Shreveport, LA 71105",United States,Louisiana,,(318) 868-6355
,T Rivers Bar and Grill,triversbar@gmail.com,"1999 Main Street Madisonville, LA 70447",United States,Louisiana,,(985) 845-1711
,University of Louisiana at Lafayette,upc@louisiana.edu,"104 East University Avenue Lafayette, LA 70503",United States,Louisiana,,(337) 482-6945
,L’Auberge Casino & Hotel,valentina.matte@pennentertainment.com,"777 Avenue L'Auberge Lake Charles, LA 70601",United States,Louisiana,https://www.lbatonrouge.com/entertainment,(337) 395-7777
,The AllWays Lounge & Theatre,zaliacabaret@gmail.com,"2240 Saint Claude Avenue New Orleans, LA 70117",United States,Louisiana,,
,10 Forward,10forwardthevenue@gmail.com,"10 Fiske Avenue Greenfield, MA 01301",United States,Massachusetts,,
,350 Grill,350grillsteakhouse@gmail.com,"350 Worthington Street Springfield, MA 01103",United States,Massachusetts,https://www.350grill.net/,(413) 439-0666
,Red Room @ Cafe 939 at Berklee,939booking@berklee.edu,"939 Boylston Street Boston, MA 02115",United States,Massachusetts,https://www.berklee.edu/cafe939,(617) 747-2261
,Springfield College,activities@springfieldcollege.edu,"263 Alden Street Springfield, MA 01109",United States,Massachusetts,,(413) 748-3142
,Rockwood Music Hall,adam@rockwoodmusichall.com,"88 Van Ness Street Boston, MA 02215",United States,Massachusetts,,
,Cultural Center of Cape Cod,adamb@cultural-center.org,"307 Old Main Street Yarmouth, MA 02664",United States,Massachusetts,https://www.cultural-center.org/,(508) 394-7100
,Second Friday Concerts at First Church Belmont,admin@secondfridayconcerts.org,"404 Concord Avenue Belmont, MA 02478",United States,Massachusetts,https://www.secondfridayconcerts.org/,(617) 484-1054
,Cary Hall,aholden@spectaclelive.com,"1605 Massachusetts Avenue Lexington, MA 02420",United States,Massachusetts,https://www.caryhalllexington.com/,(781) 862-0500
,The District Center for the Arts,alex@districtartcenter.com,"15 Court Street Taunton, MA 02780",United States,Massachusetts,https://districtartcenter.com,(508) 386-9413
,Dream Away Lodge,andy@petescandystore.com,"1342 County Road Becket, MA 01223",United States,Massachusetts,https://www.thedreamawaylodge.com/,(413) 623-8725
,Regis College,anjelica.velazquez@regiscollege.edu,"235 Wellesley Street Weston, MA 02493",United States,Massachusetts,,
,The Square Root,anthony@squarerootrozzie.com,"2 Corinth Street Boston, MA 02131",United States,Massachusetts,https://squarerootrozzie.com/,(617) 477-3392
,Provincetown Jazz Festival,bartweisman@bartweisman.com,"Provincetown, MA 02657",United States,Massachusetts,,
,The Bebop,bebopmusichouse@gmail.com,"1116 Boylston Street Boston, MA 02215",United States,Massachusetts,https://www.thebebopboston.com,(857) 250-4641
,Hawks & Reed Performing Arts Center,ben.jebco@gmail.com,"289 Main Street Greenfield, MA 01301",United States,Massachusetts,https://www.hawksandreed.com/,(413) 774-0150
,Bill's Bar,ben@billsbarboston.com,"5 Lansdowne Street Boston, MA 02215",United States,Massachusetts,https://www.billsbarboston.com/,(617) 247-1222
,Lansdowne Pub,bhamilton@billsbarboston.com,"9 Lansdowne Street Boston, MA 02215",United States,Massachusetts,https://www.lansdownepubboston.com/,(617) 247-1222
,Fallout Shelter,billhurley@thealternateroot.com,"61 Endicott Street Norwood, MA 02062",United States,Massachusetts,,
,Bishop's Lounge,bishopslounge@gmail.com,"41 Strong Avenue Northampton, MA 01060",United States,Massachusetts,,
,City Winery,bleith@citywinery.com,"80 Beverly Street Boston, MA 02114",United States,Massachusetts,https://citywinery.com/boston/,(617) 933-8047
,Marilyn Rodman Performing Arts Center,bobs@orpheum.org,"1 School Street Foxboro, MA 02035",United States,Massachusetts,https://www.orpheum.org/,(508) 543-2787
,Boland's Bar and Patio,bolandsbarma@gmail.com,"81 Water Street Worcester, MA 01604",United States,Massachusetts,,(508) 459-2207
,Deep Cuts,booking@deepcuts.rock,"21 Main Street Medford, MA 02155",United States,Massachusetts,https://www.deepcuts.rocks/,(781) 219-3815
,The Middle East,booking@mideastclub.com,"472-480 Massachusetts Avenue Cambridge, MA 02139",United States,Massachusetts,https://www.mideastoffers.com/,(617) 864-3278
,The Music Room,booking@musicroomcapecod.com,"541 Main Street West Yarmouth, MA 02673",United States,Massachusetts,https://www.musicroomcapecod.com/,(508) 694-6125
,The Nameless Coffeehouse,booking@namelesscoffeehouse.org,"3 Church Street Cambridge, MA 02138",United States,Massachusetts,,
,Nash Bar & Stage,booking@nashbarboston.com,"253 Tremont Street Boston, MA 02116",United States,Massachusetts,https://www.nashbarboston.com/,(617) 338-1000
,Scullers Jazz Club,booking@scullersjazz.com,"400 Soldiers Field Road Boston, MA 02134",United States,Massachusetts,https://scullersjazz.com/,(617) 562-4111
,Soundcheck Studios,booking@soundcheck-studios.com,"150 Corporate Park Drive Pembroke, MA 02359",United States,Massachusetts,https://soundcheck-studios.com/,(781) 730-5233
,Spire Center for Performing Arts,booking@spirecenter.org,"25 1/2 Court Street Plymouth, MA 02360",United States,Massachusetts,https://spirecenter.org/,(508) 746-4488
,Taffeta,booking@taffetamusic.com,"122 Western Avenue Lowell, MA 01851",United States,Massachusetts,,
,Rascals,bookingatrascals@gmail.com,"70 James Street Worcester, MA 01603",United States,Massachusetts,https://www.rascalsworcester.com/,(508) 459-0862
,The Sinclair,bookinginquiries@bowerypresents.com,"52 Church Street Cambridge, MA 02138",United States,Massachusetts,https://www.sinclaircambridge.com/,(617) 547-5200
,Royale,bookinginquiries@bowerypresents.com,"279 Tremont Street Boston, MA 02116",United States,Massachusetts,https://royaleboston.com/,(617) 338-7699
,Narrows Center for the Arts,bookings@narrowscenter.org,"16 Anawan Street Fall River, MA 02721",United States,Massachusetts,https://www.narrowscenter.org/,(508) 324-1926
,The Center For Arts In Natick,bookings@natickarts.org,"14 Summer Street Natick, MA 01760",United States,Massachusetts,https://www.natickarts.org/,(508) 647-0097
,Six String Grill & Stage,bookings@sixstringfoxborough.com,"275 Patriot Place Foxborough, MA 02035",United States,Massachusetts,https://sixstringfoxborough.com,(774) 215-7911
,Sally O'Brien's,bookingsallyobriens@gmail.com,"335 Somerville Avenue Somerville, MA 02143",United States,Massachusetts,https://www.sallyobriensbar.com/,(617) 666-3589
,Sammy's Patio,booksammys@gmail.com,"63 Revere Beach Road Revere, MA 02151",United States,Massachusetts,,
,The Lilypad,bookthelilypad@gmail.com,"1353 Cambridge Street Cambridge, MA 02139",United States,Massachusetts,https://www.lilypadinman.com/,(617) 955-7729
,The Beehive,bruce@beehiveboston.com,"541 Tremont Street Boston, MA 02116",United States,Massachusetts,https://www.beehiveboston.com/,(617) 423-0069
,Bull Run,bullrungeorge@gmail.com,"215 Great Road Shirley, MA 01464",United States,Massachusetts,https://www.bullrunrestaurant.com/,(978) 425-4311
,The Burren,burren@burren.com,"247 Elm Street Somerville, MA 02144",United States,Massachusetts,http://www.burren.com/,(617) 776-6896
,Brandeis University,cab@brandeis.edu,"415 South Street Waltham, MA 02453",United States,Massachusetts,,
,College of the Holy Cross,cab@g.holycross.edu,"1 College Street Worcester, MA 01610",United States,Massachusetts,,(508) 793-3370
,Lesley University,cab@lesley.edu,"29 Everett Street Cambridge, MA 02138",United States,Massachusetts,,
,Race Brook Lodge,casey@rblodge.com,"864 S. Undermountain Road Sheffield, MA 01257",United States,Massachusetts,https://rblodge.com/,(413) 229-2916
,Chelmsford Center for The Arts,cca@chelmsfordma.gov,"1A North Road Chelmsford, MA 01824",United States,Massachusetts,https://www.chelmsfordarts.org/,(978) 250-3780
,Phillips Academy,ccapano@andover.edu,"180 Main Street Andover, MA 01810",United States,Massachusetts,,
,Harvard College,ceb@fas.harvard.edu,"Cambridge, MA 02138",United States,Massachusetts,,
,UMass Amherst,cglasow@umass.edu,"Amherst, MA 01003",United States,Massachusetts,,
,Circle of Friends Coffeehouse,circlefolk@gmail.com,"262 Chestnut Street Franklin, MA 02038",United States,Massachusetts,http://www.circlefolk.org,(508) 528-2541
,Cisco Kitchen + Bar,ciscomusic888@gmail.com,"1482 Rodney French Boulevard New Bedford, MA 02744",United States,Massachusetts,https://www.ciscokitchenbar.com/,(774) 702-4726
,Cisco Brewers,ciscomusic888@gmail.com,"5 Bartlett Farm Road Nantucket, MA 02554",United States,Massachusetts,https://www.ciscobrewers.com/nantucket,(508) 325-5929
,The Parlor Room at Signature Sounds,clara@parlorroom.org,"32 Masonic Street Northampton, MA 01060",United States,Massachusetts,https://www.signaturesoundspresents.com/,(413) 923-2800
,Progression Brewing Company,cmckenney@progbrew.com,"9 Pearl Street Northampton, MA 01060",United States,Massachusetts,https://progbrew.com,(413) 341-3517
,The Inn on Shipyard Park,contact@theinnonthepark.com,"13 Water Street Mattapoisett, MA 02739",United States,Massachusetts,http://theinnonthepark.com,(508) 758-4922
,Urban Wild Boston,cory@urbanwildboston.com,"100 - D Hood Park Drive Boston, MA 02129",United States,Massachusetts,https://www.urbanwildboston.com/,(617) 286-7300
,Goodnight Johnny's American Music Bar,courtney@goodnightjohnnys.com,"154 Cambridge Street Burlington, MA 01803",United States,Massachusetts,https://www.goodnightjohnnys.com/,(781) 359-4034
,Northeastern University,cup@neu.edu,"360 Huntington Avenue Boston, MA 02115",United States,Massachusetts,,
,Daddy's Beach Club,daddysbeachclub@gmail.com,"280 Nantasket Avenue Hull, MA 02045",United States,Massachusetts,https://www.daddysbeachclub.com/,(781) 925-3600
,SoulFest,dan@newsoundmgmt.com,"89 Wisdom Way Greenfield, MA 01301",United States,Massachusetts,https://www.thesoulfest.com,(978) 346-4577
,Off The Rails,danjordan@offtherailsworcester.com,"90 Commercial Street Worcester, MA 01608",United States,Massachusetts,https://offtherailsworcester.com/,(508) 304-6411
,Majestic Theater,dannye@majestictheater.com,"131 Elm Street West Springfield, MA 01089",United States,Massachusetts,http://www.majestictheater.com,(413) 747-7797
,Aloft Lexington,deidre.anderson@lixigroup.com,"727 Marrett Road Lexington, MA 02421",United States,Massachusetts,https://www.marriott.com/hotels/travel/bosxl-aloft-lexington,(781) 761-1700
,starlite,demetrikaz@gmail.com,"39 Hamilton Street Southbridge, MA 01550",United States,Massachusetts,,(774) 262-2994
,Ned Devine's Irish Pub,dessie.kerins@briar-group.com,"1 Faneuil Hall Market Place Boston, MA 02109",United States,Massachusetts,https://neddevinesboston.com/,(617) 248-8800
,The Harp,dessie.kerins@briar-group.com,"85 Causeway Street Boston, MA 02114",United States,Massachusetts,http://www.harpboston.com/,(617) 742-1010
,The Boat,devincordeiro@gmail.com,"294 Tyngsboro Road Dracut, MA 01826",United States,Massachusetts,https://www.theboatrocks.com/,(978) 221-5678
,Bay Path University,dmoore@baypath.edu,"588 Longmeadow Street Longmeadow, MA 01106",United States,Massachusetts,,
,The Grog,downstairs@thegrog.com,"13 Middle Street Newburyport, MA 01950",United States,Massachusetts,http://www.thegrog.com/,(978) 465-8008
,Worthington Golf Club,dpollard1102@gmail.com,"113 Ridge Road Worthington, MA 01098",United States,Massachusetts,https://worthingtongolfclub.com/music-concerts-and-events,(413) 238-4464
,Fisher College,eedwards-harris@fisher.edu,"118 Beacon Street Boston, MA 02116",United States,Massachusetts,,
,Electric Haze,electrichazebooking@gmail.com,"26 Millbury Street Worcester, MA 01610",United States,Massachusetts,,
,Emerson College,eme@emerson.edu,"120 Boylston Street Boston, MA 02116",United States,Massachusetts,,(617) 824-8637
,The River Club Music Hall,esc8292@comcast.net,"78 Border Street Scituate, MA 02066",United States,Massachusetts,http://www.theriverclubmusichall.com,(339) 236-6786
,19 Carter,evelyndueck@gmail.com,"19 Carter Street Berlin, MA 01503",United States,Massachusetts,https://19carter.org/,(978) 415-0014
,Arts at the Armory,events@artsatthearmory.org,"191 Highland Avenue, Suite 1-C Somerville, MA 02143",United States,Massachusetts,http://artsatthearmory.org,(617) 718-2191
,Mocha Maya's,events@mochamayas.com,"47 Bridge Street Shelburne Falls, MA 01370",United States,Massachusetts,http://www.mochamayas.com,(413) 625-6292
,New City Brewery,events@newcitybrewery.com,"180 Pleasant Street Easthampton, MA 01027",United States,Massachusetts,https://www.newcitybrewery.com/,(413) 529-2000
,Mount Holyoke College,eventservices@mtholyoke.edu,"50 College Street South Hadley, MA 01075",United States,Massachusetts,,(413) 538-2333
,Framingham State University,fsab@framingham.edu,"100 State Street Framingham, MA 01701",United States,Massachusetts,,(508) 626-4611
,Bentley University,ga_spe@bentley.edu,"175 Forest Street Waltham, MA 02452",United States,Massachusetts,,(781) 891-2700
,Glen Cove Hotel,glencoveonset@gmail.com,"167 Onset Avenue Onset, MA 02532",United States,Massachusetts,https://glencoveonsetbeach.com/,(774) 678-4233
,Global Jazz Club,globaljazclub@gmail.com,"351 Boylston Street Boston, MA 02116",United States,Massachusetts,https://globaljazzclub.com/,(617) 446-3096
,The Stationery Factory,greg@stationery-factory.com,"63 Flansburg Avenue Dalton, MA 01226",United States,Massachusetts,https://stationery-factory.com,(413) 659-6299
,UMass Boston,Hayley.Bartlett@umb.edu,"100 William T. Morrissey Boulevard Boston, MA 02125",United States,Massachusetts,,
,Homegrown Coffeehouse,homegrownneedham@gmail.com,"23 Dedham Avenue Needham, MA 02492",United States,Massachusetts,,(781) 444-7478
,Crown & Anchor,hospitality@onlyatthecrown.com,"247 Commercial Street Provincetown, MA 02657",United States,Massachusetts,https://www.onlyatthecrown.com/,(508) 487-1430
,Silhouette Lounge,ibookthings@gmail.com,"200 Brighton Avenue Allston, MA 02134",United States,Massachusetts,https://www.silhouetteallston.com/,(617) 206-4565
,Somerville Theatre,ijudge@frameonetheatres.com,"55 Davis Square Somerville, MA 02144",United States,Massachusetts,https://somervilletheatre.com/,(617) 625-5700
,1794 Meetinghouse,info@1794meetinghouse.org,"26 S. Main Street New Salem, MA 01355",United States,Massachusetts,https://1794meetinghouse.org/,(413) 335-3489
,Bell In Hand Tavern,info@bellinhand.com,"45-55 Union Street Boston, MA 02108",United States,Massachusetts,https://thebellinhand.com/,(617) 227-2098
,Darryl's Corner Bar & Kitchen,info@dcbkboston.com,"604 Columbus Avenue Boston, MA 02118",United States,Massachusetts,https://dcbkboston.com/,(617) 536-1100
,Dublin Rose Irish Sports Pub,info@dublinrose.com,"940 Fall River Avenue Seekonk, MA 02771",United States,Massachusetts,https://www.dublinrose.com/,(508) 336-9222
,Faces Brewing Co.,info@facesbrewing.com,"50 Pleasant Street Malden, MA 02148",United States,Massachusetts,https://www.facesbrewing.com/,(781) 851-4672
